customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
871,AW00011870,Jillian Garcia,48,40-49,New,2014-01-17,151,2,242,5,5,121,40
872,AW00011871,Dalton Bennett,48,40-49,New,2013-05-29,159,2,70,2,2,35,23
873,AW00011872,Faith Patterson,48,40-49,VIP,2013-06-25,158,2,5948,5,5,2974,297
874,AW00011873,Ryan Zhang,54,50 and above,VIP,2013-06-06,158,2,5923,5,5,2961,296
875,AW00011874,Adrian Bell,48,40-49,New,2014-01-18,151,2,72,5,5,36,12
876,AW00011875,Jonathan Brown,60,50 and above,New,2014-01-27,151,5,292,11,10,58,32
877,AW00011876,Madison White,60,50 and above,New,2013-09-24,155,2,83,4,4,41,27
878,AW00011877,Alexis Diaz,60,50 and above,New,2013-12-28,152,2,43,2,2,21,21
879,AW00011878,Christine Nara,55,50 and above,New,2013-12-12,152,2,83,4,4,41,83
880,AW00011879,Edgar Sai,55,50 and above,New,2013-11-02,153,2,107,5,5,53,11
881,AW00011880,Melissa Sanchez,61,50 and above,New,2013-11-03,153,2,50,4,4,25,7
882,AW00011881,Richard Mitchell,61,50 and above,New,2013-12-17,152,2,149,7,7,74,149
883,AW00011882,Patrick Stewart,51,50 and above,New,2013-07-12,157,2,48,3,3,24,9
884,AW00011883,Hannah Anderson,61,50 and above,New,2013-11-14,153,2,77,4,4,38,8
885,AW00011884,Latoya Shen,56,50 and above,New,2013-12-29,152,2,110,4,3,55,11
886,AW00011885,Kurt Sharma,56,50 and above,VIP,2013-02-04,162,2,5900,3,3,2950,368
887,AW00011886,Katelyn Parker,63,50 and above,VIP,2013-06-17,158,2,5897,4,4,2948,294
888,AW00011887,Joseph White,63,50 and above,New,2013-06-27,158,2,83,4,4,41,83
889,AW00011888,Aaron Ross,57,50 and above,New,2013-03-18,161,1,2377,3,3,2377,2377
890,AW00011889,Blake Patterson,63,50 and above,New,2013-03-04,161,2,50,4,4,25,50
891,AW00011890,Whitney Lopez,62,50 and above,New,2013-07-05,157,2,130,6,6,65,32
892,AW00011891,Jamie Liang,57,50 and above,New,2013-06-30,158,2,110,4,4,55,36
893,AW00011892,Julio Ortega,51,50 and above,VIP,2013-07-22,157,3,8119,5,5,2706,369
894,AW00011893,Orlando Carlson,52,50 and above,VIP,2013-07-23,157,3,8123,5,5,2707,353
895,AW00011894,Ann Gonzalez,46,40-49,VIP,2013-07-06,157,3,8223,9,9,2741,373
896,AW00011895,Dustin Chander,51,50 and above,VIP,2013-07-25,157,3,8149,5,5,2716,370
897,AW00011896,Frank Carlson,51,50 and above,VIP,2013-07-11,157,3,8118,6,6,2706,369
898,AW00011897,Orlando Ashe,52,50 and above,VIP,2013-10-14,154,3,8203,6,5,2734,315
899,AW00011898,Angela Henderson,51,50 and above,VIP,2013-07-23,157,3,8179,6,6,2726,371
900,AW00011899,Brenda Perez,50,50 and above,VIP,2013-07-08,157,3,8189,7,7,2729,372
901,AW00011900,Byron Carlson,45,40-49,VIP,2013-07-11,157,3,8257,7,7,2752,375
902,AW00011901,Stacy Alvarez,53,50 and above,VIP,2013-11-09,153,3,8248,7,6,2749,317
903,AW00011902,Drew Pal,54,50 and above,New,2013-12-29,152,3,62,6,5,20,6
904,AW00011903,Kate Raji,41,40-49,VIP,2013-07-13,157,3,8108,4,4,2702,368
905,AW00011904,Kaylee Cook,40,40-49,VIP,2013-07-01,157,3,8214,7,7,2738,373
906,AW00011905,Isaiah Ramirez,52,50 and above,VIP,2013-07-06,157,3,8156,7,7,2718,354
907,AW00011906,Gabriella Sanders,54,50 and above,VIP,2013-07-12,157,3,8151,7,7,2717,370
908,AW00011907,Sarah Garcia,53,50 and above,VIP,2013-07-20,157,3,8135,5,5,2711,369
909,AW00011908,Rafael Tang,54,50 and above,VIP,2013-08-23,156,3,8079,3,3,2693,351
910,AW00011909,Nichole She,55,50 and above,VIP,2013-08-01,156,3,8105,7,7,2701,352
911,AW00011910,Jaclyn Zheng,55,50 and above,VIP,2013-08-03,156,3,8113,5,5,2704,368
912,AW00011911,Rachael Kapoor,54,50 and above,New,2013-12-21,152,3,62,4,4,20,10
913,AW00011912,Rachael Sai,NULL,50 and above,VIP,2013-11-22,153,3,8095,6,6,2698,323
914,AW00011913,Rebecca Robinson,56,50 and above,New,2013-12-26,152,3,41,4,4,13,41
915,AW00011914,Meagan Rana,47,40-49,VIP,2013-08-23,156,3,8166,8,8,2722,371
916,AW00011915,Philip Carlson,NULL,50 and above,VIP,2013-08-24,156,3,8143,8,7,2714,370
917,AW00011916,Joe Rana,50,50 and above,VIP,2013-08-21,156,3,8179,7,7,2726,371
918,AW00011917,Roy Sanz,55,50 and above,VIP,2013-08-19,156,3,8121,6,6,2707,369
919,AW00011918,Kaylee Hill,57,50 and above,VIP,2013-11-25,153,3,8205,8,8,2735,328
920,AW00011919,Warren Andersen,57,50 and above,VIP,2013-12-21,152,3,8172,8,8,2724,314
921,AW00011920,Adrienne Gomez,51,50 and above,VIP,2013-12-11,152,3,8156,7,7,2718,313
922,AW00011921,Gilbert Zhu,56,50 and above,New,2013-11-23,153,3,63,5,5,21,31
923,AW00011922,James Davis,41,40-49,New,2013-10-23,154,5,276,12,10,55,34
924,AW00011923,Sarah Bryant,41,40-49,New,2014-01-09,151,2,43,2,2,21,3
925,AW00011924,Ian Long,41,40-49,VIP,2013-06-19,158,2,5897,5,5,2948,294
926,AW00011925,Ashlee Jai,42,40-49,VIP,2013-06-19,158,2,5968,5,5,2984,298
927,AW00011926,Eduardo Foster,43,40-49,New,2013-06-18,158,2,48,3,3,24,48
928,AW00011927,Nicole Murphy,42,40-49,New,2014-01-28,151,2,52,3,3,26,52
929,AW00011928,Isabella Morris,42,40-49,New,2013-12-13,152,2,48,3,3,24,6
930,AW00011929,Virginia Gonzalez,64,50 and above,Regular,2013-12-17,152,3,4965,8,7,1655,190
931,AW00011930,Jaclyn Nara,74,50 and above,VIP,2013-12-16,152,3,5035,5,5,1678,193
932,AW00011931,Marcus Adams,42,40-49,New,2013-11-03,153,2,234,7,7,117,26
933,AW00011932,Elizabeth Coleman,42,40-49,New,2013-07-25,157,2,136,6,6,68,45
934,AW00011933,Mathew Rubio,44,40-49,VIP,2013-06-27,158,2,5933,3,3,2966,296
935,AW00011934,Justin Shan,43,40-49,VIP,2013-06-10,158,2,5994,5,5,2997,315
936,AW00011935,Jessica Taylor,43,40-49,New,2013-06-06,158,1,35,1,1,35,35
937,AW00011936,Hunter Clark,44,40-49,New,2013-04-05,160,1,42,3,3,42,42
938,AW00011937,Devin Perez,44,40-49,VIP,2013-07-02,157,2,5888,4,4,2944,280
939,AW00011938,Seth Alexander,43,40-49,New,2014-01-09,151,2,43,2,2,21,4
940,AW00011939,Kevin Washington,44,40-49,VIP,2013-06-19,158,2,5977,5,5,2988,314
941,AW00011940,Tyler Miller,43,40-49,New,2013-12-25,152,2,70,2,2,35,17
942,AW00011941,Adam Roberts,44,40-49,New,2013-11-02,153,2,109,5,5,54,36
943,AW00011942,George Gonzalez,72,50 and above,Regular,2013-12-19,152,3,4827,8,6,1609,185
944,AW00011943,Dawn Huang,72,50 and above,Regular,2013-12-13,152,3,4734,7,7,1578,182
945,AW00011944,Rachael Rodriguez,70,50 and above,Regular,2013-12-20,152,3,4776,9,8,1592,183
946,AW00011945,Dennis Huang,40,40-49,VIP,2013-09-28,155,2,5910,4,4,2955,256
947,AW00011946,Brandy Saunders,70,50 and above,Regular,2013-12-22,152,3,4697,5,5,1565,180
948,AW00011947,Jenny Zheng,69,50 and above,Regular,2013-12-27,152,3,4747,6,6,1582,182
949,AW00011948,Tasha Xu,70,50 and above,New,2013-10-06,154,2,82,4,4,41,82
950,AW00011949,Julia Brooks,40,40-49,New,2013-09-24,155,2,70,2,2,35,35
951,AW00011950,Jordan Carter,41,40-49,New,2013-11-07,153,2,110,4,4,55,12
952,AW00011951,Lacey Huang,68,50 and above,New,2013-11-12,153,3,63,8,6,21,21
953,AW00011952,Dorothy Robinson,66,50 and above,VIP,2013-08-07,156,3,8169,7,7,2723,371
954,AW00011953,Courtney Wright,45,40-49,New,2013-09-16,155,2,65,6,6,32,9
955,AW00011954,Joseph Garcia,45,40-49,VIP,2013-06-18,158,2,5910,4,4,2955,311
956,AW00011955,Gabriel Green,46,40-49,VIP,2013-06-28,158,2,5953,3,3,2976,297
957,AW00011956,Alexandria Sandberg,41,40-49,VIP,2013-06-01,158,2,5873,2,2,2936,293
958,AW00011957,Courtney Hernandez,47,40-49,New,2014-01-08,151,2,91,6,6,45,8
959,AW00011958,Dylan Lal,48,40-49,New,2013-11-10,153,2,160,5,5,80,32
960,AW00011959,Elizabeth Davis,48,40-49,New,2013-11-10,153,2,139,4,4,69,17
961,AW00011960,Ana Griffin,48,40-49,New,2013-07-28,157,2,75,3,3,37,18
962,AW00011961,Anne Alvarez,48,40-49,New,2013-10-08,154,2,72,3,3,36,9
963,AW00011962,Alexandra Roberts,44,40-49,New,2013-08-16,156,2,103,4,4,51,103
964,AW00011963,Antonio Patterson,66,50 and above,VIP,2013-08-23,156,3,8068,5,5,2689,366
965,AW00011964,Sharon Salavaria,59,50 and above,VIP,2013-08-09,156,3,8173,6,6,2724,371
966,AW00011965,Katie She,64,50 and above,New,2013-12-01,152,3,118,6,6,39,11
967,AW00011966,Rafael Black,59,50 and above,New,2013-12-18,152,3,55,4,4,18,55
968,AW00011967,Latasha Munoz,64,50 and above,VIP,2013-08-07,156,3,8153,6,6,2717,370
969,AW00011968,Kelsey Becker,62,50 and above,VIP,2013-08-17,156,3,8079,3,3,2693,367
970,AW00011969,Randy Xu,62,50 and above,VIP,2013-08-16,156,3,8173,6,6,2724,371
971,AW00011970,Bailey Collins,42,40-49,New,2013-09-21,155,2,110,4,3,55,27
972,AW00011971,Amanda Adams,47,40-49,New,2013-11-25,153,2,134,5,5,67,19
973,AW00011972,Katherine Williams,47,40-49,New,2013-12-22,152,2,65,6,6,32,65
974,AW00011973,Caroline Barnes,47,40-49,New,2013-03-10,161,2,89,5,5,44,89
975,AW00011974,Randy Sun,47,40-49,New,2013-12-05,152,2,113,6,6,56,56
976,AW00011975,Destiny Garcia,46,40-49,New,2013-10-14,154,2,209,6,6,104,69
977,AW00011976,Audrey Ramos,56,50 and above,VIP,2013-08-25,156,3,8087,6,6,2695,367
978,AW00011977,Bonnie Jai,62,50 and above,VIP,2013-08-15,156,3,8213,8,8,2737,391
979,AW00011978,Jackson Washington,49,40-49,New,2013-11-13,153,2,75,3,3,37,8
980,AW00011979,Christopher Johnson,64,50 and above,New,2013-05-08,159,2,4814,8,8,2407,1604
981,AW00011980,Kimberly Richardson,63,50 and above,New,2013-11-28,153,2,108,5,5,54,54
982,AW00011981,Alexandria Howard,64,50 and above,New,2014-01-28,151,2,120,6,6,60,13
983,AW00011982,Alexandra Foster,64,50 and above,New,2013-10-02,154,2,105,5,5,52,52
984,AW00011983,Cheryl Ortega,58,50 and above,VIP,2013-02-21,162,2,5873,2,2,2936,391
985,AW00011984,Alex Campbell,64,50 and above,New,2013-05-06,159,2,4730,6,6,2365,1576
986,AW00011985,Melanie Hughes,63,50 and above,New,2014-01-05,151,2,90,3,3,45,8
987,AW00011986,Max Alvarez,57,50 and above,VIP,2013-08-27,156,3,8245,11,11,2748,392
988,AW00011987,Diane Vazquez,53,50 and above,New,2013-11-10,153,3,278,8,7,92,55
989,AW00011988,Kathryn Chapman,58,50 and above,VIP,2013-08-06,156,3,8078,6,6,2692,384
990,AW00011989,Kara Anand,42,40-49,VIP,2013-08-06,156,3,8140,5,5,2713,387
991,AW00011990,Joanna Vazquez,58,50 and above,VIP,2013-08-22,156,3,8164,7,6,2721,388
992,AW00011991,Frederick Martinez,58,50 and above,VIP,2013-12-19,152,3,8128,6,6,2709,325
993,AW00011992,Tonya Chande,54,50 and above,VIP,2013-12-11,152,3,8123,5,5,2707,324
994,AW00011993,Rosa Wang,49,40-49,VIP,2013-12-23,152,3,8131,7,7,2710,325
995,AW00011994,Leah Hu,49,40-49,VIP,2013-08-23,156,3,8169,5,5,2723,389
996,AW00011995,Kelvin Carson,61,50 and above,VIP,2013-12-10,152,3,8249,7,7,2749,329
997,AW00011996,Veronica Srini,60,50 and above,VIP,2013-08-02,156,3,7059,11,10,2353,336
998,AW00011997,Kristina Kapoor,55,50 and above,VIP,2013-08-14,156,3,7030,7,7,2343,334
999,AW00011998,Donna Sharma,60,50 and above,VIP,2013-08-28,156,3,6962,7,7,2320,331
1000,AW00011999,Johnny Shan,61,50 and above,VIP,2013-08-02,156,3,7043,9,9,2347,335
1001,AW00012000,Ashley Russell,56,50 and above,VIP,2013-08-15,156,3,8183,8,8,2727,389
1002,AW00012001,Shannon Yang,45,40-49,VIP,2013-08-14,156,3,8113,7,7,2704,386
1003,AW00012002,Adriana Lopez,57,50 and above,VIP,2013-08-03,156,3,8145,6,6,2715,387
1004,AW00012003,Audrey Munoz,47,40-49,VIP,2013-08-10,156,3,8256,8,8,2752,393
1005,AW00012004,Jarrod Suri,52,50 and above,VIP,2013-08-08,156,3,8114,4,4,2704,386
1006,AW00012005,Gilbert Shen,53,50 and above,VIP,2013-08-17,156,3,6985,6,6,2328,332
1007,AW00012006,Richard Blue,53,50 and above,New,2013-07-29,157,3,144,6,6,48,72
1008,AW00012007,Shannon Sun,59,50 and above,VIP,2013-09-21,155,3,7024,8,7,2341,334
1009,AW00012008,Sharon Yuan,59,50 and above,New,2014-01-20,151,3,79,5,5,26,11
1010,AW00012009,Ann Martinez,63,50 and above,VIP,2013-08-13,156,3,8195,7,7,2731,409
1011,AW00012010,Max Serrano,64,50 and above,VIP,2013-08-06,156,3,8203,8,8,2734,410
1012,AW00012011,Morgan Johnson,86,50 and above,Regular,2013-12-15,152,3,4736,6,6,1578,197
1013,AW00012012,Monica Schmidt,55,50 and above,New,2013-08-12,156,3,74,4,4,24,12
1014,AW00012013,Kayla Lewis,68,50 and above,Regular,2013-03-09,161,2,3950,3,3,1975,263
1015,AW00012014,Devin Sanders,72,50 and above,Regular,2013-05-29,159,2,3950,3,3,1975,232
1016,AW00012015,Jacob White,44,40-49,New,2013-04-22,160,1,62,3,3,62,62
1017,AW00012016,Meredith Serrano,45,40-49,VIP,2013-06-01,158,2,5913,4,4,2956,311
1018,AW00012017,David Simmons,44,40-49,New,2013-03-20,161,1,2340,3,3,2340,2340
1019,AW00012018,Devin Henderson,40,40-49,VIP,2013-09-24,155,2,6012,6,6,3006,261
1020,AW00012019,Gabrielle Cox,40,40-49,New,2013-09-25,155,1,75,3,3,75,75
1021,AW00012020,Olivia Rogers,41,40-49,New,2013-10-12,154,1,804,3,3,804,804
1022,AW00012021,Deborah Yuan,75,50 and above,Regular,2013-05-13,159,2,4044,5,5,2022,237
1023,AW00012022,Jose Wright,40,40-49,New,2013-09-02,155,2,136,6,6,68,136
1024,AW00012023,Fernando Johnson,42,40-49,VIP,2013-10-03,154,2,5933,3,3,2966,247
1025,AW00012024,Samuel Edwards,43,40-49,New,2013-08-17,156,2,84,4,4,42,14
1026,AW00012025,Logan Diaz,43,40-49,VIP,2013-06-13,158,2,5910,4,4,2955,311
1027,AW00012026,Lucas Flores,42,40-49,VIP,2013-06-01,158,2,5977,5,5,2988,314
1028,AW00012027,Haley Wood,42,40-49,VIP,2013-07-26,157,2,5913,4,4,2956,295
1029,AW00012028,Sarah Lewis,43,40-49,New,2013-09-26,155,1,40,2,2,40,40
1030,AW00012029,Damien Hu,43,40-49,New,2013-08-02,156,1,55,4,4,55,55
1031,AW00012030,Ana Washington,44,40-49,VIP,2013-07-26,157,2,5970,4,4,2985,298
1032,AW00012031,Logan Jai,41,40-49,New,2013-11-06,153,1,769,1,1,769,769
1033,AW00012032,Tyler Taylor,42,40-49,New,2013-02-20,162,1,615,4,4,615,615
1034,AW00012033,Kristen Guo,42,40-49,VIP,2013-07-13,157,2,5949,4,4,2974,297
1035,AW00012034,Julian Long,80,50 and above,New,2014-01-20,151,3,74,6,4,24,18
1036,AW00012035,Gerald Prasad,80,50 and above,New,2013-05-14,159,3,81,6,5,27,27
1037,AW00012036,Summer Lopez,80,50 and above,New,2013-10-08,154,3,69,5,4,23,9
1038,AW00012037,Patricia Chapman,77,50 and above,VIP,2013-09-09,155,3,7107,8,8,2369,338
1039,AW00012038,George Vance,77,50 and above,New,2014-01-26,151,3,91,5,5,30,11
1040,AW00012039,Ricardo Nath,78,50 and above,VIP,2013-08-06,156,3,8212,9,8,2737,410
1041,AW00012040,Richard Torres,44,40-49,New,2014-01-06,151,2,51,4,4,25,4
1042,AW00012041,Seth Martin,40,40-49,VIP,2013-07-01,157,2,5998,6,6,2999,299
1043,AW00012042,Alex Carter,45,40-49,VIP,2013-07-12,157,2,5975,4,4,2987,298
1044,AW00012043,Carson Patterson,46,40-49,New,2013-12-13,152,2,104,4,4,52,34
1045,AW00012044,Madeline Lopez,47,40-49,New,2013-12-01,152,2,106,5,5,53,106
1046,AW00012045,Luis Russell,47,40-49,New,2013-11-02,153,2,66,3,3,33,11
1047,AW00012046,Alexa Cook,46,40-49,New,2013-04-18,160,2,44,2,2,22,22
1048,AW00012047,Alexandra Davis,47,40-49,New,2013-10-17,154,2,44,2,2,22,8
1049,AW00012048,Kayla Coleman,43,40-49,New,2013-11-26,153,2,134,5,5,67,67
1050,AW00012049,Angela Russell,53,50 and above,New,2013-11-09,153,2,171,6,6,85,57
1051,AW00012050,Aaron Young,48,40-49,VIP,2013-02-06,162,2,6024,6,6,3012,401
1052,AW00012051,Isaiah Scott,42,40-49,New,2013-05-31,159,2,90,3,3,45,30
1053,AW00012052,Makayla Ward,54,50 and above,VIP,2013-02-09,162,2,5935,4,4,2967,395
1054,AW00012053,Cedric Gao,54,50 and above,VIP,2013-01-30,163,2,5973,5,5,2986,398
1055,AW00012054,Luke Diaz,53,50 and above,New,2013-12-17,152,5,403,11,8,80,36
1056,AW00012055,Arianna Richardson,52,50 and above,New,2014-01-16,151,4,104,8,7,26,9
1057,AW00012056,Ian Ward,79,50 and above,New,2014-01-03,151,4,254,11,8,63,36
1058,AW00012057,Madeline Collins,78,50 and above,New,2013-07-07,157,2,87,3,3,43,17
1059,AW00012058,Chloe Nelson,78,50 and above,VIP,2013-02-03,162,2,5936,4,4,2968,395
1060,AW00012059,Jason Jenkins,78,50 and above,VIP,2013-02-22,162,2,5930,4,4,2965,395
1061,AW00012060,Andrew Wedge,78,50 and above,New,2013-06-25,158,2,4812,5,5,2406,962
1062,AW00012061,Bryce Brooks,78,50 and above,New,2013-09-29,155,4,140,10,8,35,17
1063,AW00012062,Edward Long,77,50 and above,New,2014-01-13,151,2,87,3,3,43,7
1064,AW00012063,Xavier Martinez,76,50 and above,New,2013-11-13,153,2,85,2,2,42,42
1065,AW00012064,John White,71,50 and above,New,2013-11-28,153,2,122,5,5,61,15
1066,AW00012065,Isaiah Collins,77,50 and above,New,2013-04-01,160,2,92,4,4,46,92
1067,AW00012066,Wyatt Powell,76,50 and above,New,2013-09-18,155,2,85,2,2,42,14
1068,AW00012067,Aaron Bryant,76,50 and above,New,2013-07-26,157,2,134,5,5,67,44
1069,AW00012068,Maria Jenkins,77,50 and above,New,2013-11-26,153,2,94,3,3,47,23
1070,AW00012069,Garrett Kelly,76,50 and above,VIP,2013-02-27,162,2,5897,4,4,2948,368
1071,AW00012070,Luke Ross,76,50 and above,New,2013-12-26,152,2,85,2,2,42,85
1072,AW00012071,Robert Robinson,77,50 and above,VIP,2013-02-17,162,2,5973,5,5,2986,398
1073,AW00012072,Tristan Ross,76,50 and above,VIP,2013-03-12,161,2,5951,6,6,2975,371
1074,AW00012073,Thomas Rodriguez,76,50 and above,New,2013-04-25,160,2,134,5,5,67,134
1075,AW00012074,Megan Jenkins,65,50 and above,New,2013-10-26,154,4,261,13,10,65,130
1076,AW00012075,Cameron Griffin,77,50 and above,VIP,2013-07-25,157,2,5933,3,3,2966,296
1077,AW00012076,Chloe Washington,71,50 and above,VIP,2013-03-15,161,2,5873,2,2,2936,367
1078,AW00012077,Nicole Sandberg,70,50 and above,Regular,2014-01-18,151,4,174,9,9,43,14
1079,AW00012078,Jose Edwards,76,50 and above,VIP,2013-07-04,157,2,5975,4,4,2987,298
1080,AW00012079,Nathaniel Cooper,70,50 and above,VIP,2013-07-02,157,2,6008,8,8,3004,300
1081,AW00012080,Grace Sanchez,75,50 and above,New,2013-03-31,161,1,2355,2,2,2355,2355
1082,AW00012081,Kaitlyn Perez,69,50 and above,New,2013-05-08,159,1,2367,3,3,2367,2367
1083,AW00012082,Lauren Sanchez,74,50 and above,VIP,2013-03-25,161,2,5913,4,4,2956,369
1084,AW00012083,Kayla Alexander,75,50 and above,VIP,2013-03-02,161,2,5993,3,3,2996,374
1085,AW00012084,Aidan Perry,73,50 and above,VIP,2013-07-19,157,2,5985,6,6,2992,299
1086,AW00012085,Tyler Rodriguez,73,50 and above,New,2013-08-24,156,2,108,5,5,54,54
1087,AW00012086,Emily Clark,73,50 and above,New,2013-05-14,159,1,2295,1,1,2295,2295
1088,AW00012087,Sean Cook,68,50 and above,New,2014-01-15,151,2,92,4,4,46,30
1089,AW00012088,Lauren Thompson,73,50 and above,New,2014-01-25,151,2,171,6,5,85,171
1090,AW00012089,Nathaniel Richardson,68,50 and above,New,2013-06-19,158,2,4710,4,4,2355,1177
1091,AW00012090,Savannah Carter,72,50 and above,New,2013-05-08,159,1,2351,3,3,2351,2351
1092,AW00012091,Eddie Munoz,67,50 and above,New,2013-09-02,155,2,84,4,4,42,12
1093,AW00012092,Austin White,73,50 and above,New,2013-06-03,158,2,51,4,4,25,51
1094,AW00012093,Levi Chandra,72,50 and above,New,2014-01-22,151,2,46,3,3,23,23
1095,AW00012094,Bailey Bailey,72,50 and above,VIP,2013-07-25,157,2,5962,6,6,2981,298
1096,AW00012095,Austin Griffin,73,50 and above,New,2013-08-03,156,2,57,4,4,28,19
1097,AW00012096,Caitlin Brooks,73,50 and above,VIP,2013-07-20,157,2,5900,3,3,2950,295
1098,AW00012097,Sean Allen,71,50 and above,New,2014-01-19,151,4,238,10,9,59,29
1099,AW00012098,Grace Clark,71,50 and above,New,2013-12-11,152,2,84,4,4,42,7
1100,AW00012099,Sydney Hall,71,50 and above,New,2013-11-05,153,2,44,2,2,22,6
1101,AW00012100,Jon Sun,72,50 and above,New,2013-09-17,155,2,130,4,4,65,130
1102,AW00012101,Logan Patterson,72,50 and above,New,2013-06-06,158,2,92,4,4,46,30
1103,AW00012102,Devin Simmons,72,50 and above,VIP,2013-02-28,162,2,5903,4,4,2951,393
1104,AW00012103,Chloe White,66,50 and above,VIP,2013-03-21,161,2,5997,6,6,2998,374
1105,AW00012104,Mariah Ross,66,50 and above,VIP,2013-03-08,161,2,5908,3,3,2954,347
1106,AW00012105,Abigail Foster,72,50 and above,VIP,2013-03-04,161,2,5993,3,3,2996,374
1107,AW00012106,Isaiah Baker,71,50 and above,New,2013-10-12,154,4,169,7,6,42,42
1108,AW00012107,Nathan Gonzales,65,50 and above,New,2013-07-29,157,4,222,8,7,55,44
1109,AW00012108,James Walker,65,50 and above,VIP,2013-07-08,157,2,5946,5,5,2973,297
1110,AW00012109,Morgan Foster,71,50 and above,VIP,2013-07-13,157,2,5930,4,4,2965,296
1111,AW00012110,Bianca Guo,71,50 and above,VIP,2013-07-27,157,2,5888,4,4,2944,294
1112,AW00012111,Jacqueline Gonzales,70,50 and above,New,2013-09-23,155,2,195,4,4,97,97
1113,AW00012112,Arianna Henderson,71,50 and above,VIP,2013-03-18,161,2,5930,4,4,2965,370
1114,AW00012113,Nathan Hughes,58,50 and above,New,2013-06-01,158,2,4737,5,5,2368,1184
1115,AW00012114,Charles Richardson,69,50 and above,New,2013-06-28,158,2,4719,5,5,2359,1573
1116,AW00012115,Chloe Richardson,70,50 and above,New,2013-06-21,158,2,90,3,3,45,90
1117,AW00012116,Amanda Gray,70,50 and above,VIP,2013-03-22,161,2,5933,3,3,2966,370
1118,AW00012117,Cameron Yang,69,50 and above,New,2013-12-18,152,2,160,3,3,80,40
1119,AW00012118,Miguel Sanchez,59,50 and above,VIP,2013-07-28,157,2,6004,8,8,3002,300
1120,AW00012119,Keith Raje,70,50 and above,New,2013-11-05,153,2,162,4,4,81,27
1121,AW00012120,Xavier Simmons,68,50 and above,VIP,2013-07-29,157,2,5908,3,3,2954,295
1122,AW00012121,Logan Wilson,68,50 and above,VIP,2013-07-29,157,2,5946,5,5,2973,297
1123,AW00012122,Destiny Coleman,68,50 and above,New,2013-06-11,158,2,4814,5,5,2407,1604
1124,AW00012123,Wesley Liang,NULL,50 and above,VIP,2013-11-20,153,4,5837,12,11,1459,277
1125,AW00012124,Brandi Gill,64,50 and above,VIP,2013-10-07,154,5,13195,12,11,2639,399
1126,AW00012125,Diana Ortega,64,50 and above,VIP,2013-11-17,153,4,8595,10,10,2148,477
1127,AW00012126,Tammy Raman,63,50 and above,New,2013-08-15,156,2,81,4,4,40,20
1128,AW00012127,Grace Davis,64,50 and above,New,2013-11-10,153,1,35,1,1,35,35
1129,AW00012128,Kristy Munoz,59,50 and above,VIP,2013-12-04,152,4,8681,9,8,2170,456
1130,AW00012129,Wendy Alvarez,64,50 and above,VIP,2013-12-25,152,4,8557,9,8,2139,450
1131,AW00012130,Suzanne Zhou,64,50 and above,VIP,2013-11-14,153,4,7987,10,9,1996,443
1132,AW00012131,Randall Dominguez,65,50 and above,VIP,2013-10-10,154,5,13265,11,11,2653,414
1133,AW00012132,Kaitlyn Henderson,65,50 and above,VIP,2013-10-17,154,5,13294,14,13,2658,402
1134,AW00012133,Colleen Xie,65,50 and above,VIP,2013-12-01,152,4,5830,10,9,1457,265
1135,AW00012134,Hector Alonso,60,50 and above,New,2013-10-09,154,2,97,5,5,48,32
1136,AW00012135,Fernando Taylor,64,50 and above,New,2013-07-01,157,2,85,2,2,42,42
1137,AW00012136,Blake Turner,88,50 and above,New,2014-01-23,151,4,181,10,10,45,20
1138,AW00012137,Jack Green,88,50 and above,New,2013-05-11,159,2,92,4,4,46,46
1139,AW00012138,Colin Jai,87,50 and above,New,2013-08-31,156,2,120,5,5,60,120
1140,AW00012139,Franklin Yang,82,50 and above,New,2013-12-20,152,2,103,4,4,51,20
1141,AW00012140,Oscar Russell,56,50 and above,New,2013-10-29,154,4,118,10,8,29,29
1142,AW00012141,Kaitlyn Lee,50,50 and above,VIP,2013-03-10,161,2,5979,5,5,2989,373
1143,AW00012142,Gabriella Torres,45,40-49,VIP,2013-03-02,161,2,5945,6,6,2972,371
1144,AW00012143,Logan Turner,55,50 and above,VIP,2013-03-19,161,2,5993,3,3,2996,374
1145,AW00012144,Kelly Jenkins,55,50 and above,New,2013-11-05,153,2,50,4,4,25,6
1146,AW00012145,Brandon Butler,50,50 and above,New,2013-12-31,152,2,133,5,5,66,133
1147,AW00012146,Xavier Thomas,55,50 and above,New,2013-11-08,153,2,227,6,6,113,45
1148,AW00012147,Taylor Patterson,56,50 and above,New,2013-11-13,153,4,271,13,10,67,54
1149,AW00012148,Gabrielle Morris,56,50 and above,New,2013-12-30,152,2,83,4,4,41,83
1150,AW00012149,Bailey Scott,51,50 and above,New,2014-01-08,151,2,83,4,4,41,10
1151,AW00012150,Logan Wang,51,50 and above,New,2013-09-04,155,2,43,2,2,21,43
1152,AW00012151,Steven Kelly,57,50 and above,VIP,2013-03-06,161,2,5895,3,3,2947,368
1153,AW00012152,Adrian Ramirez,51,50 and above,VIP,2013-03-07,161,2,5937,5,5,2968,349
1154,AW00012153,Kaitlyn Bailey,64,50 and above,VIP,2013-03-04,161,2,5938,5,5,2969,371
1155,AW00012154,Hailey Adams,59,50 and above,New,2013-07-23,157,2,4798,5,5,2399,1199
